PropID,DataID,Property,Value,Prop_Type,Prop_refID,Obtained_from,From Org. Paper
prop0937,data000780,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0938,data001372,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0939,data000346,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0940,data000369,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0941,data001751,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0942,data004185,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0943,data004316,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0944,data004707,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0945,data000222,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0946,data004143,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0947,data004512,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0948,data003425,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0949,data002972,log_KAW,#REF!,NA,ref0026,NA,TRUE
prop0950,data000549,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0951,data000770,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0952,data000094,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0953,data003171,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0954,data000174,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0955,data000348,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0956,data003141,log_KAW,#REF!,EXT,ref0026,EXT from different temp,TRUE
prop0957,data002378,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0958,data001585,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0959,data001650,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0960,data001809,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0961,data004302,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0962,data004819,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0963,data004848,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0964,data004871,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0965,data004887,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0966,data004902,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0967,data001259,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0968,data001490,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0969,data000323,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0970,data001212,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0971,data000475,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0972,data002494,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop0973,data003838,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0974,data004630,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0975,data000893,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0976,data000499,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop0977,data000650,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0978,data000268,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop0979,data000771,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0980,data000295,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0981,data002953,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop0982,data001315,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0983,data001570,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0984,data002622,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0985,data002646,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0986,data002811,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0987,data002981,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0988,data003714,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0989,data003728,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0990,data004075,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0991,data004091,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0992,data004746,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0993,data004761,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0994,data004776,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0995,data004790,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0996,data004805,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop0997,data003412,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop0998,data002643,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop0999,data001601,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1000,data002747,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1001,data001275,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1002,data003595,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1003,data003572,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1004,data000761,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Suntio et al. 1988",TRUE
prop1005,data000659,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1006,data000682,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1007,data001144,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1008,data000783,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1009,data000373,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1010,data000173,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Suntio et al. 1988",TRUE
prop1011,data001547,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1012,data002578,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1013,data002584,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1014,data003666,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1015,data003700,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1016,data003978,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1017,data004042,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1018,data004056,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1019,data000561,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1020,data000566,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1021,data001702,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1022,data001740,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1023,data001755,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1024,data001762,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1025,data004190,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1026,data004320,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1027,data004712,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1028,data001512,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1029,data003220,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1030,data003777,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1031,data000975,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1032,data001017,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1033,data002795,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1034,data000375,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1035,data000971,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1036,data003040,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1037,data001102,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1038,data001160,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1039,data002093,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1040,data002504,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1041,data002565,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1042,data000318,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1043,data000793,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1044,data001589,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1045,data001655,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1046,data001814,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1047,data004307,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1048,data004824,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1049,data004853,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1050,data004876,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1051,data004892,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1052,data004907,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1053,data004920,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1054,data003254,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1055,data002839,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1056,data003183,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1057,data000879,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1058,data003868,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1059,data002636,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1060,data002128,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1061,data000873,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1062,data002111,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1063,data003559,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1064,data003757,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1065,data001575,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1066,data001643,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1067,data002627,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1068,data002651,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1069,data002665,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1070,data002816,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1071,data002986,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1072,data003719,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1073,data003732,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1074,data004080,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1075,data004096,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1076,data004291,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1077,data004751,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1078,data004766,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1079,data004781,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1080,data004795,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1081,data004810,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1082,data000669,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1083,data000756,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1084,data003124,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1085,data001452,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1086,data002640,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1087,data003603,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1088,data000329,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1089,data002854,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1090,data003218,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1091,data003089,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1092,data001294,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1093,data004151,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1094,data004520,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1095,data001153,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1096,data001284,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1097,data001480,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1098,data003299,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1099,data001186,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1100,data003581,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1101,data000066,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1102,data001552,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1103,data002580,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1104,data002587,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1105,data003669,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1106,data003705,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1107,data003983,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1108,data004047,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1109,data004061,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1110,data003363,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1111,data000618,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1112,data000556,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1113,data002699,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1114,data003018,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1115,data001320,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1116,data003205,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1117,data002781,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1118,data003557,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1119,data000516,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1120,data002838,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1121,data000577,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1122,data001003,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1123,data000801,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1124,data002870,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1125,data002803,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1126,data001165,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1127,data002509,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1128,data002570,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1129,data002094,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1130,data003197,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1131,data002147,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1132,data003017,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1133,data002133,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1134,data001024,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1135,data003876,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1136,data002637,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1137,data001510,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1138,data002116,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1139,data003580,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1140,data000655,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1141,data001014,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1142,data001398,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1143,data001107,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1144,data003340,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1145,data000685,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1146,data000413,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1147,data000666,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1148,data001478,log_KAW,#REF!,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop1149,data000504,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1150,data002641,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1151,data000823,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1152,data000898,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1153,data000464,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1154,data000394,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1155,data000521,log_KAW,#REF!,NA,ref0026,NA,TRUE
prop1156,data001196,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1157,data000816,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1158,data001083,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1159,data002551,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1160,data002320,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1161,data002461,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1162,data001007,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1163,data002268,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1164,data002189,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1165,data001028,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1166,data002108,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1167,data000831,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1168,data000202,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1169,data000305,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1170,data002879,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1171,data002318,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1172,data002195,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1173,data002455,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1174,data001420,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1175,data000441,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1176,data000745,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1177,data001407,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1178,data000539,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1179,data000041,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1180,data000399,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1181,data002201,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1182,data002417,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1183,data003237,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1184,data002327,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1185,data002467,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1186,data000763,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1187,data002290,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1188,data002274,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1189,data000448,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1190,data000719,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1191,data000572,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1192,data002208,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1193,data001428,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1194,data000469,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1195,data002423,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1196,data000140,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1197,data000278,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1198,data002297,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1199,data000229,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1200,data000597,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1201,data000486,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1202,data000102,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1203,data002075,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1204,data000907,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1205,data001011,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1206,data000426,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1207,data000193,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1208,data000144,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1209,data000241,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1210,data000901,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1211,data000601,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1212,data000525,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1213,data000218,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1214,data000581,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1215,data000210,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1216,data000489,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1217,data001056,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1218,data000188,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1219,data000314,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1220,data000510,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1221,data000480,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1222,data000966,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1223,data000238,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1224,data000641,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1225,data000157,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1226,data000839,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1227,data000702,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1228,data000021,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1229,data000704,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1230,data000690,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1231,data000266,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1232,data000692,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1233,data000983,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1234,data000634,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1235,data000997,log_KAW,#REF!,EST,ref0026,EPISuite EST,TRUE
prop1236,data000184,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1237,data000590,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1238,data000636,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1239,data000985,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1240,data000592,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1241,data000180,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1242,data000623,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1243,data000733,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1244,data000177,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1245,data000214,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1246,data000674,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1247,data000819,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1248,data000885,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1249,data000533,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1250,data000724,log_KAW,#REF!,EST,ref0026,"EPISuite, HENRYWIN",TRUE
prop1251,data000625,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1252,data000676,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1253,data000887,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1254,data000726,log_KAW,#REF!,Calc,ref0026,VP/WSol,TRUE
prop1255,data000260,log_KAW,#REF!,EXP,ref0026,EXP value,TRUE
prop1256,data002616,Sw,0.0000004,EXP,ref0026,EXP value,TRUE
